"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
808002300,40,40103,401030023,"808-0023",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","北浜","キタハマ",,,,,,,,,
808855800,40,40103,401030023,"808-8558",1,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","北浜","キタハマ",,,,,,"日立金属　株式会社　若松工場","ヒタチキンゾク　カブシキガイシヤ　ワカマツコウジヨウ","北浜１丁目９－１",
808851400,40,40103,401030023,"808-8514",1,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","北浜","キタハマ",,,,,,"清和鋼業　株式会社　九州支店","セイワコウギヨウ　カブシキガイシヤ　キユウシユウシテン","北浜１丁目７－２",
808002700,40,40103,401030024,"808-0027",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","北湊町","キタミナトマチ",,,,,,,,,
808001100,40,40103,401030025,"808-0011",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","響南町","キョウナンマチ",,,,,,,,,
808006600,40,40103,401030084,"808-0066",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","くきのうみ中央","クキノウミチュウオウ",,,,,,,,,
808005400,40,40103,401030026,"808-0054",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","久岐の浜","クキノハマ",,,,,,,,,
808000700,40,40103,401030027,"808-0007",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","小石","コイシ",,,,,,,,,
808000100,40,40103,401030028,"808-0001",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","小石本村町","コイシホンムラマチ",,,,,,,,,
808004600,40,40103,401030029,"808-0046",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","小糸町","コイトマチ",,,,,,,,,
808000200,40,40103,401030030,"808-0002",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","向洋町","コウヨウマチ",,,,,,,,,
808013200,40,40103,401030031,"808-0132",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","小敷","コシキ",,,,,,,,,
808013900,40,40103,401030032,"808-0139",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","小敷ひびきの","コシキヒビキノ",,,,,,,,,
808002600,40,40103,401030033,"808-0026",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","桜町","サクラマチ",,,,,,,,,
808004100,40,40103,401030034,"808-0041",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","迫田町","サコダマチ",,,,,,,,,
808013100,40,40103,401030035,"808-0131",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","塩屋","シオヤ",,,,,,,,,
808000500,40,40103,401030036,"808-0005",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","下原町","シモハラマチ",,,,,,,,,
808005200,40,40103,401030037,"808-0052",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","新大谷町","シンオオタニマチ",,,,,,,,,
808005300,40,40103,401030038,"808-0053",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","修多羅","スタラ",,,,,,,,,
808014800,40,40103,401030039,"808-0148",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","高須","タカス",,,,,,,,,
808014700,40,40103,401030040,"808-0147",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","高須北","タカスキタ",,,,,,,,,
808014600,40,40103,401030041,"808-0146",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","高須西","タカスニシ",,,,,,,,,
808014400,40,40103,401030042,"808-0144",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","高須東","タカスヒガシ",,,,,,,,,
808014500,40,40103,401030043,"808-0145",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","高須南","タカスミナミ",,,,,,,,,
808012100,40,40103,401030044,"808-0121",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","竹並","タケナミ",,,,,,,,,
808004200,40,40103,401030045,"808-0042",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","棚田町","タナダマチ",,,,,,,,,
808007600,40,40103,401030046,"808-0076",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","童子丸","ドウジマル",,,,,,,,,
808011200,40,40103,401030047,"808-0112",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","頓田","トンダ",,,,,,,,,
808002500,40,40103,401030048,"808-0025",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","中川町","ナカガワマチ",,,,,,,,,
808004700,40,40103,401030049,"808-0047",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","中畑町","ナカハタマチ",,,,,,,,,
808001300,40,40103,401030050,"808-0013",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","波打町","ナミウチマチ",,,,,,,,,
808000400,40,40103,401030051,"808-0004",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","西小石町","ニシコイシマチ",,,,,,,,,
808003100,40,40103,401030052,"808-0031",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","西園町","ニシゾノマチ",,,,,,,,,
808010100,40,40103,401030053,"808-0101",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","西天神町","ニシテンジンマチ",,,,,,,,,
808004300,40,40103,401030054,"808-0043",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","西畑町","ニシハタマチ",,,,,,,,,
808003500,40,40103,401030055,"808-0035",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","白山","ハクサン",,,,,,,,,
808010400,40,40103,401030056,"808-0104",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","畠田","ハタケダ",,,,,,,,,
808005500,40,40103,401030057,"808-0055",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","畑谷町","ハタダニマチ",,,,,,,,,
808013600,40,40103,401030058,"808-0136",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","花野路","ハナノジ",,,,,,,,,
808002400,40,40103,401030059,"808-0024",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","浜町","ハママチ",,,,,,,,,
808850500,40,40103,401030059,"808-8505",1,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","浜町","ハママチ",,,,,,"東紅食品　株式会社","トウコウシヨクヒン　カブシキガイシヤ","浜町１丁目１９－１１",
808851000,40,40103,401030059,"808-8510",1,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","浜町","ハママチ",,,,,,"北九州市　若松区役所","キタキユウシユウシ　ワカマツクヤクシヨ","浜町１丁目１－１",
808851500,40,40103,401030059,"808-8515",1,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","浜町","ハママチ",,,,,,"株式会社　やきとりカンパニー","カブシキガイシヤ　ヤキトリカンパニ－","浜町１丁目１９－１１",
808011300,40,40103,401030060,"808-0113",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","払川","ハライガワ",,,,,,,,,
808001600,40,40103,401030061,"808-0016",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","原町","ハラマチ",,,,,,,,,
808001700,40,40103,401030062,"808-0017",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","東小石町","ヒガシコイシマチ",,,,,,,,,
808004400,40,40103,401030063,"808-0044",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","東畑町","ヒガシハタマチ",,,,,,,,,
808010200,40,40103,401030064,"808-0102",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","東二島","ヒガシフタジマ",,,,,,,,,
808013500,40,40103,401030065,"808-0135",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","ひびきの","ヒビキノ",,,,,,,,,
808019600,40,40103,401030065,"808-0196",1,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","ひびきの","ヒビキノ",,,,,,"九州工業大学大学院　生命体工学研究科","キユウシユウコウギヨウダイガクダイガクイン　セイメイタイコウガクケンキユウカ","ひびきの１－１",
808013800,40,40103,401030066,"808-0138",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","ひびきの北","ヒビキノキタ",,,,,,,,,
808013700,40,40103,401030067,"808-0137",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","ひびきの南","ヒビキノミナミ",,,,,,,,,
808002100,40,40103,401030068,"808-0021",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","響町","ヒビキマチ",,,,,,,,,
808001200,40,40103,401030069,"808-0012",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","深町","フカマチ",,,,,,,,,
808007400,40,40103,401030070,"808-0074",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","藤ノ木","フジノキ",,,,,,,,,
808006500,40,40103,401030071,"808-0065",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","藤木","フジノキ",,,,,,,,,
808010300,40,40103,401030072,"808-0103",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","二島","フタジマ",,,,,,,,,
808006200,40,40103,401030073,"808-0062",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","古前","フルマエ",,,,,,,,,
808003400,40,40103,401030074,"808-0034",0,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","本町","ホンマチ",,,,,,,,,
808850200,40,40103,401030074,"808-8502",1,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","本町","ホンマチ",,,,,,"鶴丸海運　株式会社","ツルマルカイウン　カブシキガイシヤ","本町１丁目５－１１",
808858500,40,40103,401030074,"808-8585",1,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","本町","ホンマチ",,,,,,"社団法人　若松法人会","シヤダンホウジン　ワカマツホウジンカイ","本町１丁目１３－１５",
808860600,40,40103,401030074,"808-8606",1,0,"福岡県","フクオカケン","北九州市若松区","キタキュウシュウシワカマツク","本町","ホンマチ",,,,,,"若松税務署","ワカマツゼイムシヨ","本町１－１４－１２",
